review_date,review_title,author_active,location,overall_rating,recommends,outlook,review_text,pros,cons
2012-09-05,"Horrible, one of the worst experiences of my career",Current Employee - Anonymous Employee,NA,1.0,Doesn't Recommend,No opinion of CEO,I have been working at Principal Financial Group full-time,None!  The pay that I have is actually a little better than what I expected,"If you are not from within the company, you will be shunned
Never thought that as a grown adult I would be bullied by coworkers
No team environment, people are out to back stab you to get ahead"
2012-07-01,Overall Great Company to Work for -- Especially at Headquarters,Current Employee - Anonymous Employee,NA,4.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 8 years,"- Great benefits - vacation, retirement plans, insurance, etc.
- Generally good work/life balance
- Top company leadership excellent
- Very stable, conservative with finances, cautious business approaches 
- Facilities/environment/culture in headquarters are outstanding","- Pay only somewhat competetive in certain fields/areas -- offset some by benefits
- Conservative with finances -- both a pro & a con.  Company seems to minimize business risk substantially
- Remote office facilities/environment/culture not quite as good"
2012-06-19,Good place to begin as a financial services rep,Former Employee - Financial Services Representative,NA,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than a year,"Cooperative working atmosphere, genuine people in management, access to a wide variety of insurance and investment products, nice office facilities, excellent support services at the home office.","Sparse transitional salary for new reps,  your production is purely based on your own prospecting ability,  your managing director is also a producer and is in competition with you.  Also, software, computer, admin staff, are too expensive for new reps.  Unless you have three years of capital put away in the bank, it is tough to survive."
2012-06-17,"Lives the award: ""In the top 100 best companies to work for""",Current Employee - Anonymous Employee,NA,4.0,Approves of CEO,NA,I have been working at Principal Financial Group full-time for more than 5 years,"Good fundamentals
Good leadership
High employee focus",Highly risk conscious company - the behavior from Insurance background!!!
2012-06-04,Company Overview,Current Employee - Investment Accounting,"Des Moines, IA",4.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for less than a year,"The benefits, people, and flexibility are second to none. This truly is a wonderful place to work, especially for a very family-oriented, work/life balance kind of person.","It can be tough to advance within the company. There are over 9,000 employees in Des Moines making it a political process for advancement."
2012-05-02,Unsatisfactory.,Financial Advisor,NA,3.0,No opinion of CEO,NA,I worked at Principal Financial Group ,Work life balance is good.,Conflicts of interest in compensation.
2011-11-30,Principal has a very low payout and only rewards you when you sell their products.,Financial Advisor,"Bakersfield, CA",2.0,Doesn't Recommend,Disapproves of CEO,I have been working at Principal Financial Group ,"Principal has a good 401k platform, and they have some decent funds.  If you sell life insurance and annuities, you can make some money.  If you sell investments, you won't.","Principal takes no risk in their agents.  You pay for everything and get a very low payout.  You pay your rent, secretary, copier and all other expenses.  They provide insurance and investments.  They also don't match your 401k when you sell funds or other investments through their brokerage."
2011-10-05,Great people but no training or incentives to succeed.,Financial Advisor,NA,2.0,Doesn't Recommend,No opinion of CEO,I worked at Principal Financial Group ,"Freedom and Benefits
Financial assistance for a few months","Poor training, no incentives to succeed"
2011-09-12,Good,,NA,4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Great Benefits, Competent Management at all levels",Difficult back office and paperwork
2011-08-29,The training for my position left a lot to be desired and I was unprepared for the volume of work for my caseload.,Pension Administrator,"Des Moines, IA",4.0,Recommends,No opinion of CEO,I have been working at Principal Financial Group ,"Excellent benefits, and competitive salaries.","Once you are out of training, you are not supported."
2011-09-12,"big on prospecting skills, short on knowledge",Agent,NA,3.0,No opinion of CEO,NA,I have been working at Principal Financial Group ,"great history of  service in the financial services arena, top 401k host in the USA,  PFG has some great products","unbelievable regulatory burden that  results in the typical employee spending a silly amount of time watching everything said, done or written with client interaction.  this is common to most large financial services firms."
2011-07-09,Great place to work,Supplier Manager,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,Lots of opportunities for advancement.  Promote a work life balance.  Great salary and benefits package.  Leadership shows they care about their employees.,There are no downsides to working at Principal Financial Group.  It is a great company to work for and I would recommend PFG to many other professionals.
2011-07-18,Good Support and Training,Registered Representative,"Lake Elmo, MN",3.0,Recommends,No opinion of CEO,I worked at Principal Financial Group ,Much better professional development than is available at other financial-services companies.  Principal spends a lot of time marketing new reps.,"It's a pure sales job, no way around that.  You're given about six months to find your stride, otherwise you're out."
2011-07-09,"Principal is a patronage-ridden, old-line insurance company which is incapable of doing anything new and  is unethical.",Senior Project Manager,"El Dorado Hills, CA",1.0,Doesn't Recommend,Disapproves of CEO,I have been working at Principal Financial Group ,Salary and benefits were good,"Lousy, timid, self-serving management, tolerates unethical sales practices, weak leaders"
2011-06-03,Need to support your sales force and not make excuses for the pencil pushers...,Financial Advisor,NA,2.0,Doesn't Recommend,No opinion of CEO,I have been working at Principal Financial Group ,"Good comp, but comp structure is not explained properly.
Benefits are fair, but are very costly to the sales team.","Talk a big game about supporting the sales force and puts together a front of training, but at the end of the day, any issues are not dealt with and are just brushed aside as being part of the industry."
2011-05-20,Good midwest company,,NA,4.0,Approves of CEO,NA,I have been working at Principal Financial Group ,"competitive benefits pagackage & pay, flexible work environment",field sales office does not to promote career advancement
2011-04-21,"A good, solid place to work, just not very challenging or motivating",,NA,3.0,No opinion of CEO,NA,I worked at Principal Financial Group ,"Generally, the company provides a stable, reliable work place with the typical employee tenure between 15-20 years.  The business has great potential and a solid track record within the market and community.  Leadership supports individuals willing to make a long term commitment to the organization and is willing to nurture that relationship.","Being in the financial and insurance industries, the enterprise is slow to adapt or innovate.  A combination of low risk tolerance, heavy regulation, and lack of solid, visionary leadership keep the organization from providing a challenging work environment,  an energized workforce, and driving significant growth."
2011-04-02,Great Place to Work.,,"Des Moines, IA",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,Great Place to Work and they offer great benefits,Promotions are difficult to obtain
2011-03-29,"Tough business to start, but worth it when you make it.",Financial Advisor,"Tampa, FL",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,Great company and support.  Independence wihout being on your own entirely.  Great group of producers and advisors to lean on and learn from.,More than half will burn out or give up.  Toughest job ever.  Do not try if you are not commited.
2011-03-21,Good company to work for.,IT,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Good health insurance & 401 retirement benefits,",No sick leave available. You have to use your PTO for this.
2011-03-01,A learning experience.,Financial Advisor,"Greensboro, NC",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Flexibility and control of your own schedule without a lot of direct supervision.  If you can handle that responsibility, it is a good career.","Just like any large corporation, there is a ton of bureaucracy and red tape that makes doing your job a little tough.  Coupled with FINRA and it can be a beast at times."
2011-02-19,"Strong company, Advancement Opportunities",,"Des Moines, IA",4.0,Approves of CEO,NA,I have been working at Principal Financial Group ,Good work life balance at PFG.,Project Prioritization and scheduling of work.
2011-03-01,Ok,,NA,3.0,Disapproves of CEO,NA,I worked at Principal Financial Group ,"Great benefits and flexible schedules. Our divisional management were acceptable.
Salary was fair in our market. Some advancement potential at PFG.",Health Division no longer a priority at Principal Financial Group. All claims and health benefits are not longer with Principal Financial.
2011-02-08,Good Company with good benefits,Vice President Sales,NA,4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"retirement benefits, company recognition in retirement services",weak name recognition in group employee benefits
2011-01-14,PFG is a good place to work,,NA,4.0,Recommends,No opinion of CEO,I worked at Principal Financial Group ,"Better to work in home office, better on-site benefits and better chance of promotion","Large company, very slow to change"
2011-01-06,Better than other Fortune companies,,NA,3.0,Approves of CEO,NA,I have been working at Principal Financial Group ,"Decent benefits package, Prinpay (bonus), workout facilities, free parking, on-site child care","Job stagnation, be careful where you get hired, make sure you have somewhere to move up to"
2010-12-22,A stable place to work while raising a family.,,NA,4.0,Approves of CEO,NA,I have been working at Principal Financial Group ,"* good work/life balance
* onsite fitness center - at the corporate headquarters
* great people to work with
* flat organizational structure gives lots of opportunity for decision making","* compensation is mediocre
* elimination of some benefits and salary cuts have made PFG a less attractive employer
* technical training is largely a thing of the past
* limited advancement for technical staff without switching to management"
2010-12-21,Decent with few opportunities.,,"El Dorado Hills, CA",3.0,NA,NA,I have been working at Principal Financial Group ,They seem to actually care about the employees,There is very little opportunity for advancement.
2010-12-16,Principal [Sort of] Gives Employees an Edge,,NA,3.0,Doesn't Recommend,Approves of CEO,I have been working at Principal Financial Group ,"Great perks and benefits, encouraged work/life balance, many opportunities for professional development (but not necessarily promotion).  This is an ethical company, and executive leadership makes employees feel valued.","Field employees are detached, lose out on a lot of the perks, and have very limited opportunity for advancement.  As with any large corporation, it's easy to get lost in the shuffle and things tend to move slowly.  Pay is low compared with similar companies.  Technology and equipment is not up to date."
2010-12-02,Exited the Medical Marked too soon.,Sales Support Specialist,"Atlanta, GA",2.0,Disapproves of CEO,NA,I have been working at Principal Financial Group ,Principal is a very conservative and ethical company,"I was downsized because Principal exited the Medical Market, along with about 1500 other employees."
2010-12-19,Great Benefits but HR and management unethical and dishonest,Regional Director,NA,1.0,Doesn't Recommend,Approves of CEO,I worked at Principal Financial Group ,The benefits are among the best I've seen.  Product line up was good and getting better.,"Found HR to simply be a tool of management and not responsive to employee needs.  In my personal case, management re-wrote an annual review to better serve their needs.  I brought this along with evidence in the form of e-mails and other dated and signed documents to HR, but could not get a return call.  I understand that I work in an ""at will"" state and can be let go for any reason, but was sad to see the lengths... that management went to to fabricate situations and re-write history to make their case.  That is not the way that you treat any employee, much less a top producer in your division."
2010-08-11,Good place to work if you don't mind no recognition for the work you do.,QA Analyst III,"Des Moines, IA",3.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Work/life balance is great
Flexible work weeks
Telecommuniting
Benefits are good","Low pay for level of work expected
Little to no recognition for above average work
Promotions not a all based on job requirements, but on time in company, not time in the discipline.
IT department is very unorganized and does not follow procedures.
Organizational structure is constantaly changing."
2010-06-24,Good place to start a career but advancement opportunities end quickly.,IT Analyst Senior,"Des Moines, IA",3.0,No opinion of CEO,NA,I have been working at Principal Financial Group ,"Flexible work schedules for non call center employees.

Flat organizational structure in IT gives everyone a voice.

Benefits have been recently cut but would still rate them as slightly above average.

The people you work with are generally smart, nice, and fun to work with. 

On site fitness centers.","Flat organizational structure in IT limits advancement opportunities at a point just below management level.  At that point, your career becomes a job.

Heavy process in some IT units limits productivity.  In some areas a lot of red tape needs to be cut to get things done.  There are priority committees for the priority committees that then need to talk to priority committees at the organization level.

Salary... is below average in the Des Moines market.  Company tries to make up for it wih flexible schedules and offerring a good work/life balance .  However, if you spend your time working on dashboard projects you may find it hard to maintain a work/life blance."
2010-04-12,False Promises,Senior Claims Examiner,"Des Moines, IA",2.0,No opinion of CEO,NA,I have been working at Principal Financial Group ,"Benefits are good
Flexibility is great
Encourage you to volunteer in your community","Salary and merits are low compared to other companies
Management experience"
2010-03-29,Depends on what area of the company you are in - there are good ones.,IT Area,"Des Moines, IA",3.0,Approves of CEO,NA,I have been working at Principal Financial Group ,"If you get in the right area of the company, there are wonderful leaders and senior management that truly care and reward you for what you give.  Not the IT area IMO.  Very difficult to get anything accomplished or done, lack of organization, no follow through.",They used to hold my respect.  They don't any more.  When they switched from a Mutal Company to a Stock Company they stopped caring about employee and only care about their stock price.
2010-03-23,Good place to start your career,,"Des Moines, IA",3.0,Approves of CEO,NA,I have been working at Principal Financial Group ,"- Great work life balance and flexibility (in most departments and work areas)
- Good 401k match along with DB plan (pension)
- diverse businesses, opportunity to learn about different business aspects
- lots of learning and support in the initial years, good area for personal development","- limited career path beyond Sr IT analyst
- salary caps and market reference points which do not necessarily match with market (in my opinion)
- promotions based on relationship building and who you know
- middle management (director, Asst Director) do not necessarily have leadership qualities, good managers with limited thinking. 
- to get promoted you have to put in your years rather than skills, talent and... experience"
2010-03-18,Management weak,Financial Representative,"Charlotte, NC",2.0,Doesn't Recommend,Disapproves of CEO,I have been working at Principal Financial Group ,"Flexible for producers, good support and training staff; Good alternative products, significant choice of investment products and alternative insurance products.","Home office traditional, inexperienced and secretive. Extremely useless with investmant support, crippling reliance on ineffective RIA and analysis.  Limited product choice."
2010-03-11,Large Work Load - Low Pay -,Legal Support Assistant,"Des Moines, IA",3.0,Approves of CEO,NA,I have been working at Principal Financial Group ,Great Benefits if you take advantage of them. The flexability is next to none when it comes to the legal department.,"The Principal Financial Group is a great company to work for. However; as a legal Support Assistant you are doing everybody else’s job and get noted as the catch all for the department when others can't perform up to par, or are too lazy to do their own job that they are being paid an inflated salary for. The company runs on a seniority pay scale, so you can have an employee in your department that doesn't do... anything, but has been with the company since Jesus so they get paid outrageous amounts for their little effort. Communication within the legal department is horrible."
2010-03-04,Group Benefits Division of PFG,,NA,2.0,Doesn't Recommend,Disapproves of CEO,I worked at Principal Financial Group ,Benefits are very good.  Employee contribution is low for medical and dental.  PTO time is pretty generous especially if you have been there a while.  Company is ethical in dealing with clients.  They are good with communicating with employees (unless it involves things that directly affect employees).  They are financially strong.,"Each office is managed by a local manager so this can vary by the office you work at.  There are no growth opportunities.  Company seems that they rather take people from outside than to promote within.  Principal, like other companies, have cut salaries, benefits and jobs.  Communication about the salary cuts were not clearly communicated.  Company claims they are financial strong yet continue to eliminate... positions.  More work is added to employees who are already stressed out.  No team spirit.  No recognition for job well done."
2010-02-23,"Jack of All Trades, Master of None",Financial Advisor,"Indianapolis, IN",2.0,Doesn't Recommend,Disapproves of CEO,I worked at Principal Financial Group ,Benefits were very good in comparison to other places I've worked. Nice people in office. Many different product to fill many different needs.,"The many differerent products can also be a bad thing. Too many choices, too many areas in the financial world to be truly great at one thing."
2009-12-28,Great work life balance,Benefit and Planning Counselor,NA,5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"The work life balance is excellent.  As a benefit and planning counselor I am in charge of managing my schedule.  Work needs to be done and customers taken care of, but  you manage how you get the job done.  The base salary offers a nice peice of security and the bonuses offer an opportunity to earn a decent overall income.  benefits inculde 401k with a good match in addition to a cash balance pension plan.  PTO... accrues quickly depending on your postion with the company.  As long as you do a good job and get work done, you have a lot of freedom.    
There are many different carreer paths you could take in sales, service or management and you can focus on individual clients or groups.  
If you work for Principal you will feel good about the service you offer to your clients.","For individual investors there are some excellent products, but some limitations, and many limitations on advising clients.  currently company  will not reimburse for additional designations such as cfp or chfc due to cutbacks.  if you have the cfp designation not allowed to use the designation or hold yourself out as a cfp depending on your position with the company.
Principal has offices nationwide, but almost... exclusively in major cities, with the exception of their home office which is in Des Moines.  If those locations don't work for you, then you are out of luck. 
Total compensation for many positions is below industry average, but still many employees will stay with the company because of the many positives."
2009-10-13,Great Place to Work but impacted greatly by the downturn in the economy!,HR Generalist,"Des Moines, IA",4.0,Recommends,Approves of CEO,I worked at Principal Financial Group ,"Challenging work, yet leadership has a commitment to work life balance. Amazing state of the art facility-- loved the work out rooms.  Leadership is committed to communication (sometimes they fall short but try), during the worst market conditions, the CEO sent out all employee messages to everyone know where we stood. While they were positive messages, many of them stated that layoffs where likely. 

Good... emphasis on development.",There were a lot of employees who had been there forever and hadn't changed.  The layoffs of 2008 and 2009 have made for a very stressful work environment.  Some leaders has questionable leadership skills.
2009-09-16,Don't...just don't,Claims Examiner,"Salt Lake City, UT",2.0,Doesn't Recommend,No opinion of CEO,I worked at Principal Financial Group ,flexible hours and decent pay,"management will find something to fire you for..even if your coworker is doing the same thing. If you are related to someone who has worked there for 20 years, you can get away with....getting a drink during lunch."
2009-08-29,"Great benefits and work/life balance, mediocre pay and opportunities for advancement",Financial Accountant I,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Great health insurance (medical, dental, vision
Great 401(k) match
Short and long-term disability provided, which really came in handy when I was diagnosed with cancer
Very flexible schedules
Friendly and open culture
Many potential career paths, when the company is thriving
Overall it can be a very welcoming and satisfying place to work without a lot of office politics or back-biting","Getting my salary cut right when I was finally getting paid a fair market wage
Career advancement and professional growth really impacted by swings in the market, leading to less stability and a lot of uncertainty about where my future at least lies with the company

Inconsistent leadership at lower levels of management. My supervisors can be really great people and good friends/co-workers, but they're really... better analysts than they are managers. In my area there's a lot of hoarding of projects until the very last stages, not enough background communication when someone is included in a project, and many times either the wrong individual is tapped for a project or not tapped early enough in the process to be truly effective."
2009-08-24,PFG helps employees strike the right balance,,NA,4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Managers strive to help employees achieve a work/life balance.
The integrity displayed by upper management and career agents of Principal Financial Group is very impressive.","Principal Financial Group is generally a fairly conservative company.
It's somewhat frustrating for people that want a more energized and fast paced environment."
2009-08-12,PFG is not all that great, Financial Accountant ,"Des Moines, IA",2.0,Doesn't Recommend,Disapproves of CEO,I have been working at Principal Financial Group ,"Decent benefits, nice work out facilities, nice corporate campus","Can be very Stressfull.  They claim it's a ""great place for working moms"" but I don't believe so, especailly if your job is at all related to the markets.  Expect 60 hour + weeks.  To me, that's not a good job for a working mom.  Environment is constantly changing and can be very hard to keep up with all the changes.  A lot of ""red tape"" and office politics.  Computer systems/programs are very out of date."
2009-06-30,Where did the great company go?,Broker Dealer Counselor,"Des Moines, IA",2.0,No opinion of CEO,NA,I have been working at Principal Financial Group ,They have a great corporate campus and good work environment where everyone is comfortable.  The facilities are great and amenities are numerous.,The upward advancement is completely gone from this company and benefits or compensation are being slashed every week that people are working.
2009-06-01,"Flexible and fair, but unsatisfying",Senior Analyst,Santiago,3.0,No opinion of CEO,NA,I have been working at Principal Financial Group ,"PFG is a global company, but a great majority of its revenues come from the US. A separate company, Principal International, manages international operations.
The good side of this is that individual country divisions are allowed a lot of freedom to set policies, and that management is usually local and knows its market. This flexibility means that corporate culture is not rigid, toxic and full of internal strife,... unlike ""global bureaucracies"" like Citi.

The company regularly makes the top 100 ethical companies, and has made the ""great place to work"" list at least once or twice. The company is known to be fair and to tell its employees about what's going on. Our country division offers a lot of flexibility to part-time workers; mothers love it.

Our country division has good management. They're down-to-earth, friendly people that you can greet by their first name (or nickname) in an elevator. They have a fair idea of what they're doing, and when they don't, they have a good habit of leaving decisions to those who do know what they're doing. There's a lot of financial expertise in mid-upper management. The atmosphere is usually polite, friendly and understanding. Work hours and load are very reasonable, and as long as you do your job, no one complains if you arrive a bit late or leave a bit early.

There's some elitism: the closer you are to higher management, the better you have it. But it offers decent internal advancement opportunities if you enter in at a low level.","When I said Principal International is separate from the US companies, I meant it. Some departments have a good working relationship with US counterparts, but it doesn't amount to much.

There's no transfer program and little opportunities for advancement. Pay is mediocre; I've been offered twice my current salary by other companies 3 times during my 2-year tenure. I suppose it says something about the company in... that I didn't accept the competing job offers, but my decision had to do with false expectations. The company has a nice attitude towards married couples and working mothers, and that's great, but it offers nothing to those who aren't working mothers. There's some training courses, but they don't amount to much. The company will never pay or help you in higher studies, nor offer attractive benefits to young, unmarried people.
Working part-time is fine, but forget about stuff like working from home.

The company has a no-nonsense, down-to-earth attitude. Everyone knows what their job is and what they're expected to do. There isn't much interest in innovation. Every workplace says it's open to changing things, but those who give attention, encouragement or a budget for it are rare. Principal isn't among those rare companies.

It's not a bad company, but there's just not much to keep you in it unless you treasure the ability to keep a nice work/personal life balance. You're not going to get anywhere."
2009-05-10,Good benefits but work environment involved a lot of red tape.,IT Applications Analyst,"Des Moines, IA",3.0,Disapproves of CEO,NA,I worked at Principal Financial Group ,"Competitive benefits package with lots of paid time off. Relationship building is more important than any three things combined, if you like to talk this is a good place to work.","Working with people that have been their a long time can be difficult. Senior titled employees have a cocky sense of entitlement that can be extremely difficult to work with. Must be in a ""click"" to succeed otherwise you run the risk of being an outcast.
Too much bureaucracy and red tape. Change comes very slowly that leads to a lot of ""downtime"" which if not handled with care can lead to negative feedback.
Work... environment can become very stale and stagnate."
2009-04-06,Satisfied Yet Skeptical,Individual Investor Reprepresentative III,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"The Principal Financial Group has a great reputation in the Des Moines community.  They are an established employer who is known to give their customers and edge in their retirement and insurance needs.  Also, they provide their employees with an extensive (employee-paid) benefits package including 401(K), health, vision, dental, & a cash balance pension plan.","In my experience, the Principal Financial Group has not provided many chances to advance even before the current economic situation.  Also, management frequently makes decisions without consulting with those who know the jobs best and can annalyze the impacts.  Finally, the pay at the Principal Financial Group does not really seem to be tied to your experience or performance."
2009-04-04,Entry Level Position,Sales & Service Specialist,NA,3.0,Approves of CEO,NA,I have been working at Principal Financial Group ,The people are great and the working environment is decent no frills.,"The compensation, less competitive in the State in addition to the lack of perks if not located in the coporporate office."
2009-02-26,"Good, Stable Employer",Senior IT Analyst,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Very good benefits package, flexible work schedules.  Ethical company, good commitment to customer.  Provided good severance to workers during recent reduction in force.  Team members committed to doing a good job.  Good commitment to local community - foundation sponsors a number of charities and community improvement initiatives.  Senior management making special effort to communicate to employees and provide... perspective on economic and competitive environment.","Slow implementation of new technologies, pockets of micromanagement, overly restrictive security department can interfere with timely completion of projects.  Difficult to advance - have to 'prove yourself in the position' before promotion.  Recent reduction in force could have been handled more tactfully - employees knew it was coming for weeks before the day of the reduction, causing significant tension."
2009-01-14,PFG is just alright with me.,,"Des Moines, IA",4.0,Recommends,No opinion of CEO,I have been working at Principal Financial Group ,"pay and benifits, some of the people are ver nice to work with.  There are a lot of good people there.   The work out facilities are nice as well as the onsite places to eat.","in the current economic times its difficult to move anywhere in the company.  I'm sure this is the case at a lot of similar firms.  Working downtown des moines is annoying, traffic isn't fun.   There are a lot of poliltics that need to be played at principal there, too much red tape that needs to be cut to get anything accomplished.  It would be so much better if you didn't have to worry about every little HR detail... with everything."
2009-01-10,"Great company, great people, leader in the retirement industry", Vice President Sales ,"Grand Rapids, MI",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"great senior management leadership, great products, award winning service, excellent total compensation package.  There is reason why so many people at PFG have 20 plus years with the company","too much middle management, need more people from the outside, not enough product development, improve incentives for service team"
2008-12-03,Good Place,,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"They offer a competitive pay with gym membership benefits.  The drive to and from Des Moines is also relatively easy.  The traffic is never bad.  Rush hour traffic here is virtually nothing.  Principal is also one of the largest employers in the state.  Many people work for Principal Financial.  It is a fun community to belong to.  They offer a competitive tuition reimbursement plan as well.  This may not be... beneficial to everyone, but it helps a lot with high tuition expenses.","Long work load.  It is hard to progress through the company with so many employees.  Really, there are not many terrible things to say about this company.  Some of the workers are incredibly stuck up and arrogant."
2008-12-10,Great place to work - if you're in finance!,Graphic Designer,"Des Moines, IA",3.0,Disapproves of CEO,NA,I have been working at Principal Financial Group ,"Decent benefits, most managers are fairly flexible about time off, plenty of social type groups.","You are a number, that's it. Unless your degree is finance related you are a nobody. Graphic designers are not used to their capabilities, but as mere monkeys to carry-out poorly planned design strategies by (essentially) sales people."
2008-10-21,"Professional, fun company!  Great people!",,"Fort Worth, TX",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,Professional but fun company!  Great people!  Principal encourages employees to think outside the box to do what's best for the customer.,"Growth opportunities are limited in the field offices.  Because of the high cost of healthcare, insurance companies are forced to charge higher and higher rates.   Unfortunately, consumers tend to point fingers at insurance companies in general, so this industry isn't always well received by the public."
2008-10-03,"Good people, great company, very understanding of work/life balance",IT Analyst,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Great benefits, great people, and flexible scheduling to assist in the work/life balance. A lot of excellent resources provided to employees to help lead a healthy and prosperous lifestyle.","From what I have observed, it seems that males are disadvantaged at moving up to leader roles. The company really seems to go over the top in promoting women over men. Other employees that have been with the company much longer than me agree to this as well. I think more emphasis should be placed on the skill set of the employee rather than trying to fill quotas based on gender."
2008-10-07,The Principal Financial Group is top-notch!,Investment Accounting Intern,"Des Moines, IA",5.0,Recommends,NA,I worked at Principal Financial Group ,"The Principal Financial Group has great company culture.  It is a fun place to work, and makes life easy.  There is a top-quailty Wellness Facility, on-site banking, dry cleaning, and pharmacy, and a great cafeteria.  It is easy to get around to all the buildings.  There is a large opportunity for growth within the company, and there are tons of areas you can work in.",Des Moines isn't the greatest city in the U.S.
2008-09-30,"Good company overall, but watch out for low to flat career advancement opportunities",Marketing Advisor,"Des Moines, IA",2.0,Recommends,No opinion of CEO,I worked at Principal Financial Group ,"Excellent benefit package, including tuition reimbursement.  Generous 401(k) match.  Fair work/life balance.","No career path for my position.  Consistently felt like they didn't know what I was capable of and they didn't care to find out. Some departments are less professional than others.  If you like a casual work environment, this may well be the place based on the somewhat sloppy dress code in some departments.  It also seems like they promote people based somewhat on favoritism rather than actual experience."
2008-09-11,Principal is a top place to work!,Senior Relationship Manager,"Atlanta, GA",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,Principal strives to give it's employees a great work/life balance.  They see their employees as their greatest asset.,Employees who have been with the company a long time or have never worked anywhere but the Principal sometimes don't see the larger picture.
2008-09-02,"Principal, a great place to work!",IT Analyst,"Des Moines, IA",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Flexible work hours, excellent benefits, great work environment, and opportunities for growth. They also embrace technology and business partners work closely with IT to produce solutions that fit the need of our customers. And finally there are lots of different ways Principal reaches out to the community. Many of our casual days require us to pay a small amount of money that goes to charity and many times we are... presented with different causes to support. It's good to know that my employer has an eye on the whole community.","Change is something you need to get used to. If you are someone who does not embrace changes with a positive state of mind then this may not be the company for you. However, in the years I've been at Principal Financial the change is usually a good thing."
2008-08-21,"Promotes work-life balance, great benefits",,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"work life balance, benefits package, great place for women to work","largest employer in Iowa, so lots of competition to advance."
2008-08-14,"Principal Financial, they'll give you an edge.",Commercial Mortgage Servicer,"Des Moines, IA",4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Flexibile scheduling and development training.  The company allows you to flex your schedule to the max.  Work 10 hours some days so you can take a half day.  You can work at home.  It's amazing.  The company also provides a variety of benefits not avaialbe at all companies.  You can work out on your lunch hour, take breaks at the High Street Retreat (game location) or spend time looking at the various art work on... corporate campus.  Additionally, for those with children, the company just opened up a child development center for employees (though not subsidized by the company).  Many opportunities to move throughout the company.","Very similar ""corporate"" red tape.  Members of management do not provide details when needed.  However, they do provide small group meetings, which they tend to be more open and direct.  The opportunities in the company tend to be more horizontal instead of vertical."
2008-08-06,Principal Financial Group from the eyes of an intern,IT Intern,"Des Moines, IA",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,"Princiapl offers a very flexible work schedule, great people to work with, and a great environment to work in. People are there to help youif you need it, leave you alone if you don't, and they pay very well compared to compeitive intern positions I've seen. The work loads are reasonable, I have not heard anyone truly complain about their load or not having time or help to get it done. But there still is a push to... be the best everyone can be and move as quickly as possible without wearing on people like some companies I've heard do.","I honestly have not run into any major issues that would make me not want to work here full time. The parking situation is my only gripe, but they are currently building a large parking garage across the street from the building I work in that I can probably end up in. As of now, they are busing people to and from a flat lot, which while they are making their best attempt to accomodate the employees, it still adds... 20-30 minutes to your day, and you have to show up and leave by the bus schedule. Nothing in the office is a turn off for this job so far."
2008-06-16,Great Place to Work,Employee Benefit Specialist,"Charlotte, NC",5.0,Recommends,No opinion of CEO,I have been working at Principal Financial Group ,They care about the employees and have great benefits.  It is a close group of people with which I work.  They are willing to spend money on the employees to offer nice benefits which makes us want to work harder for the success of the company.,The biggest downside that I have found is the computer systems used by Principal.  They seem to be out of date and hard to use compared to other companies in the industries.
2008-06-15,Great Place to Work,IT Analyst,"Des Moines, IA",5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,Flexibility; Best in Class; Great Corporate Citizen,Insurance/Financial Services; large corproate atomosphere (sometimes slow to react)
